q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2684988776491158	2.0766927704632043	0.2850998770131216	0.2187638804678094	0.2957129513982153	2.16164210409477	1.8225528871084036	0.3185261487903835	0.17510142925855982	0.23672485676258556	2.2029136787790486	0.16566418752331716
