q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2739077663904123	2.291320325510941	0.2587565438353502	0.2130770027030125	0.3772361926315982	2.564710412488442	1.955236992783491	0.41380403214944056	0.17482822162484662	0.20939010249893097	2.6679083737620446	0.16579168667468536
