q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2614256488071412	1.963393353442133	0.19984319691756386	0.222232341851708	0.30060302146819773	2.120559731014841	1.7320234407232624	0.31194693444205696	0.1865749867735502	0.16795668074986858	2.0965216735183123	0.17775215938603395
