at_over_gc	NbrSites	NbrTaxa	at_over_gc_1	at_over_gc_2	at_over_gc_3	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
0.5028187499574978	14613	22	0.5795771325642235	1.087956007823351	0.13095274647671099	OrthoMamPrimatesHighGC-4F	0.48400972612006316	0.5044263149845724	83154.9244009298	-41567.4622004649	10	0.2432168005548581	0.516036827196646	0.16882229047497338	80131.841057488	-39962.920528744	103	0.15402135586453652	0.08623577899991623	0.15330986534244617	0.2393265758037928	0.4166594878025728	0.10852014280071633	0.11003529151514382	22927.4836910064	-11454.7418455032	9
