at_over_gc	at_over_gc_1	at_over_gc_2	at_over_gc_3	NbrSites	NbrTaxa	site_diversity_aa	diversity_aa	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
1.097739696816966	1.0075162852847837	1.4389155567574876	0.9158436869491345	5300	7	1.0553325629111268	17.316592008160473	Hominoidea	1.0952774958987916	1.1620267866747658	50993.4994776108	-25486.7497388054	10	0.3672019665102388	1.0980673330482564	0.9950331707881993	50621.8675483508	-25207.9337741754	103	0.37953765732956096	0.3250186892094261	0.46385721545595154	0.4555650519930574	0.40977428948412536	0.8673089721777478	0.910362338251364	17507.88983776974	-8744.94491888487	9
