at_over_gc	NbrSites	NbrTaxa	at_over_gc_1	at_over_gc_2	at_over_gc_3	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
2.0282525397007696	14631	22	1.3033544575213227	2.540650406504065	2.6484773010302276	OrthoMamPrimatesHighAT	1.933839825242897	2.0731083167335393	106128.5366143826	-53054.2683071913	10	0.5255898764441097	1.9365507745093946	2.418827649809978	104601.5849303006	-52197.7924651503	103	0.5246673577444407	0.5941993882710433	0.4585894015095785	0.5003985785357197	0.4873052100719854	2.2074012407169326	2.363377274342039	19040.76627347944	-9511.38313673972	9
