at_over_gc	NbrSites	NbrTaxa	at_over_gc_1	at_over_gc_2	at_over_gc_3	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
0.32096837461976274	14433	22	0.309387036425663	0.5953875033521051	0.13567992670077117	OrthoMamPrimatesHighGC	0.32893736484862474	0.34027913368145085	81779.6841441506	-40879.8420720753	10	0.1494024112837711	0.3543857652870579	0.1776761719077636	79923.262211439	-39858.6311057195	103	0.11902755229774836	0.07148617875193851	0.0956878904508946	0.2367794094525133	0.1931632953364791	0.15197586968254012	0.1549831699274544	27832.3364665106	-13907.1682332553	9
