at_over_gc	at_over_gc_1	at_over_gc_2	at_over_gc_3	NbrSites	NbrTaxa	site_diversity_aa	diversity_aa	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
1.096734895461779	1.0022015347842497	1.4398965715380196	0.9175197205997471	5300	25	1.081801148802635	16.95377056295909	Catarrhini	1.1098422917848576	1.1775176268283316	67578.7988560526	-33779.3994280263	10	0.3283295555214142	1.1161019259827243	1.038098801764015	67175.3018098178	-33484.6509049089	103	0.33447187136938755	0.30348348447603307	0.3648241559212325	0.3245991883067625	0.36914771614253367	0.8866002580478649	0.9315809693504045	23617.3612236802	-11799.6806118401	9
