at_over_gc	at_over_gc_1	at_over_gc_2	at_over_gc_3	NbrSites	NbrTaxa	site_diversity_aa	diversity_aa	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
1.07547915674306	0.9964772260104053	1.4260416666666667	0.8783558612599642	5300	61	1.280226487914897	14.152475401825185	Primates	1.0744126862944408	1.1387097850843573	174866.4501488212	-87423.2250744106	10	0.2724273390831952	1.1007308097917965	1.0221051955155263	173775.4736627744	-86784.7368313872	103	0.2724227585246029	0.25395773098718405	0.27693460578499635	0.23559832941253006	0.30786950971371974	0.7808019077885494	0.8208968496290299	51585.8664264238	-25783.9332132119	9
