at_over_gc	at_over_gc_1	at_over_gc_2	at_over_gc_3	NbrSites	NbrTaxa	site_diversity_aa	diversity_aa	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
1.0973744760421809	1.0046956781815464	1.4412314338413745	0.9160388948676679	5300	40	1.1407494637339775	16.52871266932488	Simiiformes	1.1353056756327078	1.204503538592611	102510.0387533336	-51245.0193766668	10	0.3248998183110542	1.1446308673524241	1.1083757046247946	101923.8444905066	-50858.9222452533	103	0.33240490340758955	0.30341586687041133	0.4136900806724629	0.34359855880900714	0.3468140918793365	0.9032785138870933	0.9500007246810513	33138.946123879	-16560.4730619395	9
