at_over_gc	at_over_gc_1	at_over_gc_2	at_over_gc_3	NbrSites	NbrTaxa	site_diversity_aa	diversity_aa	name	lambda_obs_MG	lambda_MG	AIC_MG	LnL_MG	df_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	LnL_MF	df_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR	LnL_GTR	df_GTR
1.0963381402896422	1.0001095746312814	1.440284347523985	0.9181829642391898	5300	18	1.0677943818353028	16.813551135987606	Cercopithecoidea	1.1090728373273249	1.1766602648317173	57535.4212465214	-28757.7106232607	10	0.315886865197172	1.1131114216086817	1.0241914054468613	57175.6422230482	-28484.8211115241	103	0.31787617684071173	0.29238095581483486	0.36861453942804195	0.2529302653022771	0.362785083009703	0.8945184739332724	0.9396777836840954	20212.6531933604	-10097.3265966802	9
