q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2666955671792804	2.03039834186745	0.3079295373408842	0.2177370359040406	0.2587971482177321	1.8277362233383618	1.775784362625385	0.2772374874943547	0.1773401399335396	0.25148126070794385	1.8283161233572103	0.16559695586269002
