q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2684573762060674	2.0727931702432434	0.28443795401565647	0.218732649919836	0.2950633011700104	2.158943881214883	1.8190574949468303	0.3178098701449482	0.17487422481765263	0.23605344741801995	2.199003303499252	0.16537054081863914
