q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2738976481452116	2.0692825157209214	0.2349637220131793	0.213011349130316	0.34186697579979525	2.3215925927622116	1.7650132942366488	0.37494788047631333	0.15871409398089917	0.1900446831562891	2.4144959449337984	0.15050197961253267
