q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2661876211620642	1.7217582629536035	0.13945949039630667	0.2180812015517908	0.25446356097737466	1.8010892194806922	1.483778782168588	0.26766538113503846	0.18299955682257665	0.1157848438099123	1.8251917235248807	0.17630178023606266
