q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2409633489652555	0.9196416159965829	0.17491750922563262	0.2542263138700994	0.2964510427811516	0.9225964192517889	1.0005249254261244	0.30569812065870855	0.27533975618568735	0.16400865206979812	0.819928022630512	0.23729746668059604
