q_AC	q_AG	q_AT	q_CA	q_CG	q_CT	q_GA	q_GC	q_GT	q_TA	q_TC	q_TG
0.2614636153179903	1.9616676252162164	0.1998268949234899	0.2222165037383335	0.29999222276235943	2.118084330068435	1.7303693348787823	0.3113567840943531	0.18646863641822445	0.1679458432369725	2.094563437099896	0.17766739262524114
