at_over_gc	at_over_gc_1	at_over_gc_2	at_over_gc_3	NbrSites	NbrTaxa	site_diversity_aa	diversity_aa	name	lambda_obs_MG	lambda_MG	AIC_MG	w_MG	lambda_obs_MF	lambda_MF	AIC_MF	w_MF	w_WS_MF	w_WW_MF	w_SS_MF	w_SW_MF	lambda_obs_GTR	lambda_GTR	AIC_GTR
1.098479390239278	1.0090158799335385	1.44353930723889	0.9134887097192337	5300	15	1.1387249323832183	15.83680922419305	Platyrrhini	1.1187959236548017	1.1869054717820628	74152.8533269044	0.3328873066377057	1.1264629693138044	1.0539892188671902	73664.6271512044	0.3429311510961853	0.3019748170285706	0.45076645964013545	0.37507752875019634	0.3621014320626176	0.8812145963751462	0.9261147338641277	24809.9813011944
